829 343206
1 218 -49
1 219 -261
1 220 350
1 221 85
1 222 -407
1 223 -172
1 224 -491
1 225 256
1 226 -178
1 227 381
1 228 -240
1 229 417
1 230 -87
1 231 261
1 232 197
1 233 -182
1 234 -339
1 235 264
1 236 427
1 237 301
1 238 302
1 239 -98
1 240 431
1 241 -105
1 242 -19
1 243 351
1 244 98
1 245 415
1 246 179
1 247 -188
1 248 303
1 249 -370
1 250 51
1 251 -495
1 252 216
1 253 496
1 254 185
1 255 225
1 256 252
1 257 -493
1 258 458
1 259 -487
1 260 -224
1 261 223
1 262 274
1 263 473
1 264 -459
1 265 -213
1 266 -411
1 267 -179
1 268 -60
1 269 392
1 270 223
1 271 -129
1 272 139
1 273 -296
1 274 -277
1 275 -262
1 276 -381
1 277 -246
1 278 402
1 279 -226
1 280 -115
1 281 -47
1 282 -221
1 283 -47
1 284 -51
1 285 -184
1 286 30
1 287 54
1 288 -177
1 289 -12
1 290 419
1 291 451
1 292 64
1 293 -455
1 294 425
1 295 457
1 296 -168
1 297 -134
1 298 -222
1 299 -376
1 300 -242
1 301 -499
1 302 -4
1 303 398
1 304 58
1 305 -429
1 306 -12
1 307 -471
1 308 -175
1 309 -110
1 310 -196
1 311 -438
1 312 343
1 313 435
1 314 15
1 315 144
1 316 -248
1 317 -455
1 318 -302
1 319 427
1 320 386
1 321 -31
1 322 379
1 323 302
1 324 14
1 325 -344
1 326 259
1 327 -302
1 328 22
1 329 -462
1 330 -177
1 331 -367
1 332 -109
1 333 319
1 334 -117
1 335 449
1 336 -258
1 337 371
1 338 479
1 339 67
1 340 -239
1 341 135
1 342 482
1 343 -44
1 344 422
1 345 -3
1 346 -48
1 347 -326
1 348 395
1 349 -497
1 350 -46
1 351 -367
1 352 -28
1 353 185
1 354 435
1 355 487
1 356 -307
1 357 194
1 358 -315
1 359 -433
1 360 -416
1 361 8
1 362 -300
1 363 328
1 364 179
1 365 83
1 366 -371
1 367 -227
1 368 306
1 369 -40
1 370 -307
1 371 -81
1 372 -405
1 373 -325
1 374 -273
1 375 -482
1 376 -476
1 377 180
1 378 44
1 379 419
1 380 -465
1 381 -150
1 382 -448
1 383 7
1 384 -465
1 385 -161
1 386 346
1 387 80
1 388 -114
1 389 -116
1 390 148
1 391 322
1 392 -256
1 393 -300
1 394 150
1 395 -224
1 396 -364
1 397 280
1 398 49
1 399 442
1 400 -260
1 401 242
1 402 214
1 403 188
1 404 -231
1 405 441
1 406 -442
1 407 -206
1 408 473
1 409 454
1 410 -287
1 411 -492
1 412 -195
1 413 118
1 414 368
1 415 192
1 416 457
1 417 -434
1 418 -227
1 419 195
1 420 -50
1 421 -227
1 422 18
1 423 195
1 424 -27
1 425 -332
1 426 -177
1 427 461
1 428 -200
1 429 372
1 430 404
1 431 41
1 432 467
1 433 470
1 434 81
1 435 -264
1 436 411
1 437 139
1 438 30
1 439 -263
1 440 93
1 441 -404
1 442 97
1 443 398
1 444 -434
1 445 -35
1 446 443
1 447 -125
1 448 384
1 449 68
1 450 -429
1 451 -166
1 452 341
1 453 89
1 454 -119
1 455 166
1 456 257
1 457 204
1 458 128
1 459 -442
1 460 429
1 461 384
1 462 451
1 463 -252
1 464 354
1 465 384
1 466 336
1 467 -383
1 468 23
1 469 219
1 470 206
1 471 -32
1 472 315
1 473 -196
1 474 219
1 475 381
1 476 269
1 477 162
1 478 -244
1 479 -495
1 480 -270
1 481 179
1 482 -160
1 483 -77
1 484 -232
1 485 -427
1 486 -59
1 487 -122
1 488 -370
1 489 -431
1 490 288
1 491 -89
1 492 -195
1 493 239
1 494 159
1 495 11
1 496 475
1 497 -5
1 498 481
1 499 -2
1 500 -286
1 501 187
1 502 466
1 503 -119
1 504 491
1 505 185
1 506 114
1 507 -387
1 508 199
1 509 -277
1 510 -382
1 511 -219
1 512 402
1 513 310
1 514 204
1 515 -329
1 516 -264
1 517 -2
1 518 49
1 519 -134
1 520 419
1 521 -163
1 522 -371
1 523 -275
1 524 -72
1 525 288
1 526 -412
1 527 -97
1 528 135
1 529 -431
1 530 -247
1 531 -298
1 532 -391
1 533 71
1 534 83
1 535 -400
1 536 109
1 537 50
1 538 65
1 539 -192
1 540 273
1 541 184
1 542 442
1 543 175
1 544 -6
1 545 498
1 546 346
1 547 -418
1 548 -4
1 549 247
1 550 -52
1 551 -84
1 552 -64
1 553 77
1 554 141
1 555 364
1 556 217
1 557 -419
1 558 119
1 559 205
1 560 -349
1 561 -276
1 562 407
1 563 -240
1 564 296
1 565 342
1 566 212
1 567 -95
1 568 -108
1 569 -222
1 570 -435
1 571 17
1 572 462
1 573 -493
1 574 -307
1 575 308
1 576 -494
1 577 -109
1 578 391
1 579 2
1 580 -361
1 581 191
1 582 -230
1 583 75
1 584 121
1 585 -237
1 586 292
1 587 -162
1 588 -155
1 589 -89
1 590 -105
1 591 348
1 592 136
1 593 -198
1 594 -392
1 595 284
1 596 -3
1 597 -328
1 598 41
1 599 -259
1 600 -50
1 601 106
1 602 259
1 603 264
1 604 466
1 605 452
1 606 425
1 607 472
1 608 195
1 609 -332
1 610 326
1 611 334
1 612 -289
1 613 -51
1 614 262
1 615 332
1 616 212
1 617 54
1 618 23
1 619 -443
1 620 -183
1 621 418
1 622 405
1 623 -195
1 624 73
1 625 -135
1 626 -411
1 627 -78
1 628 390
1 629 130
1 630 163
1 631 192
1 632 89
1 633 -78
1 634 -43
1 635 55
1 636 226
1 637 234
1 638 379
1 639 -78
1 640 402
1 641 -443
1 642 108
1 643 -35
1 644 6
1 645 -130
1 646 -202
1 647 71
1 648 -224
1 649 -327
1 650 128
1 651 94
1 652 -57
1 653 386
1 654 -249
1 655 -484
1 656 103
1 657 193
1 658 -62
1 659 -7
1 660 175
1 661 -46
1 662 -314
1 663 -236
1 664 376
1 665 495
1 666 -329
1 667 455
1 668 -419
1 669 -98
1 670 -123
1 671 483
1 672 -40
1 673 485
1 674 300
1 675 -182
1 676 208
1 677 -402
1 678 389
1 679 484
1 680 123
1 681 370
1 682 430
1 683 -433
1 684 -392
1 685 34
1 686 -65
1 687 -437
1 688 -273
1 689 -274
1 690 57
1 691 -246
1 692 180
1 693 -405
1 694 371
1 695 408
1 696 -58
1 697 -458
1 698 363
1 699 23
1 700 -55
1 701 92
1 702 358
1 703 -243
1 704 430
1 705 158
1 706 427
1 707 138
1 708 -391
1 709 -331
1 710 474
1 711 232
1 712 -109
1 713 -243
1 714 -349
1 715 -1
1 716 291
1 717 87
1 718 62
1 719 -130
1 720 313
1 721 -29
1 722 124
1 723 -7
1 724 418
1 725 -5
1 726 253
1 727 -140
1 728 38
1 729 117
1 730 383
1 731 -165
1 732 -291
1 733 241
1 734 444
1 735 -9
1 736 252
1 737 -277
1 738 -371
1 739 361
1 740 -108
1 741 -44
1 742 445
1 743 283
1 744 213
1 745 -403
1 746 -218
1 747 4
1 748 -464
1 749 -303
1 750 374
1 751 349
1 752 168
1 753 -2
1 754 194
1 755 87
1 756 -154
1 757 -53
1 758 -201
1 759 -264
1 760 -84
1 761 -317
1 762 423
1 763 478
1 764 -224
1 765 367
1 766 -31
1 767 -472
1 768 -410
1 769 99
1 770 -259
1 771 335
1 772 -93
1 773 -313
1 774 118
1 775 -380
1 776 136
1 777 -247
1 778 124
1 779 172
1 780 -50
1 781 350
1 782 373
1 783 -30
1 784 200
1 785 419
1 786 -91
1 787 -454
1 788 218
1 789 209
1 790 134
1 791 -365
1 792 392
1 793 57
1 794 -387
1 795 20
1 796 -76
1 797 82
1 798 49
1 799 367
1 800 33
1 801 -358
1 802 202
1 803 440
1 804 181
1 805 172
1 806 -88
1 807 169
1 808 425
1 809 -464
1 810 193
1 811 -125
1 812 -262
1 813 66
1 814 -302
1 815 -209
1 816 337
1 817 107
1 818 189
1 819 56
1 820 -184
1 821 -176
1 822 191
1 823 60
1 824 381
1 825 -344
1 826 -419
1 827 158
1 828 238
1 829 482
2 3 377
2 4 124
2 5 -376
2 6 79
2 7 416
2 8 -342
2 9 -249
2 10 -171
2 11 327
2 12 29
2 13 217
2 14 21
2 15 404
2 16 456
2 17 -61
2 18 -46
2 19 99
2 20 -223
2 21 -438
2 22 -212
2 23 333
2 24 230
2 25 112
2 26 376
2 27 -209
2 28 -6
2 29 -468
2 30 -128
2 31 4
2 32 -378
2 33 206
2 34 -119
2 35 -402
2 36 -318
2 37 -188
2 38 -485
2 39 -160
2 40 415
2 41 -156
2 42 -332
2 43 -56
2 44 -87
2 45 189
2 46 201
2 47 221
2 48 -372
2 49 -345
2 50 -180
2 51 257
2 52 69
2 53 109
2 54 442
2 55 -200
2 56 -279
2 57 318
2 58 91
2 59 -433
2 60 -298
2 61 -185
2 62 423
2 63 177
2 64 -127
2 65 -196
2 66 275
2 67 55
2 68 468
2 69 290
2 70 396
2 71 384
2 72 -14
2 73 -84
2 74 -172
2 75 400
2 76 -43
2 77 -119
2 78 121
2 79 437
2 80 37
2 81 -206
2 82 195
2 83 -394
2 84 403
2 85 137
2 86 258
2 87 -24
2 88 308
2 89 201
2 90 44
2 91 -490
2 92 -484
2 93 -33
2 94 -461
2 95 241
2 96 -376
2 97 315
2 98 -203
2 99 -56
2 100 457
2 101 45
2 102 -172
2 103 296
2 104 461
2 105 -491
2 106 -452
2 107 -82
2 108 -110
2 109 -479
2 110 -145
2 111 -221
2 112 -185
2 113 -98
2 114 238
2 115 -282
2 116 -460
2 117 -4
2 118 195
2 119 -300
2 120 -302
2 121 91
2 122 62
2 123 66
2 124 -90
2 125 102
2 126 -192
2 127 386
2 128 -83
2 129 457
2 130 -169
2 131 226
2 132 2
2 133 159
2 134 22
2 135 315
2 136 -480
2 137 70
2 138 -267
2 139 263
2 140 92
2 141 440
2 142 -106
2 143 407
2 144 195
2 145 -16
2 146 -22
2 147 235
2 148 481
2 149 25
2 150 -213
2 151 31
2 152 -384
2 153 349
2 154 -51
2 155 26
2 156 -49
2 157 -391
2 158 -87
2 159 -280
2 160 -82
2 161 -404
2 162 447
2 163 420
2 164 -393
2 165 -31
2 166 -413
2 167 -372
2 168 -108
2 169 -180
2 170 -257
2 171 484
2 172 113
2 173 137
2 174 -257
2 175 -192
2 176 -378
2 177 221
2 178 -105
2 179 -45
2 180 98
2 181 182
2 182 -162
2 183 214
2 184 383
2 185 -361
2 186 93
2 187 -165
2 188 -251
2 189 -142
2 190 407
2 191 167
2 192 -46
2 193 354
2 194 440
2 195 61
2 196 -176
2 197 -473
2 198 -459
2 199 -432
2 200 200
2 201 -216
2 202 -448
2 203 165
2 204 -226
2 205 147
2 206 -175
2 207 -104
2 208 221
2 209 220
2 210 -297
2 211 -181
2 212 254
2 213 393
2 214 -466
2 215 137
2 216 -468
2 217 479
2 218 -176
2 219 133
2 220 -163
2 221 -268
2 222 -199
2 223 291
2 224 -62
2 225 93
2 226 -148
2 227 262
2 228 120
2 229 246
2 230 330
2 231 172
2 232 -470
2 233 -266
2 234 -163
2 235 -196
2 236 382
2 237 162
2 238 -448
2 239 455
2 240 234
2 241 107
2 242 -226
2 243 340
2 244 0
2 245 160
2 246 330
2 247 33
2 248 139
2 249 -346
2 250 -334
2 251 476
2 252 238
2 253 319
2 254 -381
2 255 -323
2 256 -88
2 257 324
2 258 -209
2 259 -115
2 260 70
2 261 -26
2 262 -91
2 263 100
2 264 -440
2 265 247
2 266 -243
2 267 -206
2 268 261
2 269 -191
2 270 -251
2 271 348
2 272 -231
2 273 24
2 274 188
2 275 269
2 276 36
2 277 18
2 278 -198
2 279 -324
2 280 -475
2 281 321
2 282 4
2 283 -385
2 284 140
2 285 124
2 286 -208
2 287 -95
2 288 -52
2 289 436
2 290 -358
2 291 -130
2 292 -90
2 293 51
2 294 470
2 295 322
2 296 150
2 297 79
2 298 -383
2 299 264
2 300 -259
2 301 -134
2 302 112
2 303 10
2 304 -258
2 305 -200
2 306 -221
2 307 279
2 308 -329
2 309 434
2 310 -193
2 311 -304
2 312 255
2 313 311
2 314 -189
2 315 247
2 316 287
2 317 456
2 318 -348
2 319 -265
2 320 392
2 321 146
2 322 457
2 323 154
2 324 -302
2 325 428
2 326 -24
2 327 348
2 328 359
2 329 445
2 330 112
2 331 -400
2 332 164
2 333 76
2 334 110
2 335 406
2 336 -271
2 337 -258
2 338 -463
2 339 -100
2 340 -324
2 341 -156
2 342 448
2 343 -217
2 344 8
2 345 111
2 346 -470
2 347 -205
2 348 67
2 349 35
2 350 383
2 351 311
2 352 -319
2 353 340
2 354 317
2 355 231
2 356 -380
2 357 146
2 358 432
2 359 480
2 360 91
2 361 396
2 362 -420
2 363 -245
2 364 -27
2 365 -457
2 366 14
2 367 202
2 368 137
2 369 51
2 370 -398
2 371 -335
2 372 -252
2 373 -98
2 374 -52
2 375 256
2 376 -487
2 377 330
2 378 -97
2 379 433
2 380 217
2 381 -214
2 382 244
2 383 -249
2 384 -373
2 385 62
2 386 482
2 387 -253
2 388 60
2 389 -234
2 390 -273
2 391 -349
2 392 -337
2 393 160
2 394 259
2 395 136
2 396 -445
2 397 -227
2 398 190
2 399 192
2 400 -324
2 401 -356
2 402 357
2 403 276
2 404 46
2 405 157
2 406 384
2 407 59
2 408 -13
2 409 -212
2 410 -8
2 411 57
2 412 74
2 413 89
2 414 308
2 415 201
2 416 3
2 417 -358
2 418 -199
2 419 -437
2 420 -91
2 421 28
2 422 66
2 423 424
2 424 40
2 425 177
2 426 60
2 427 95
2 428 -198
2 429 102
2 430 139
2 431 -21
2 432 246
2 433 -4
2 434 107
2 435 -208
2 436 -347
2 437 -8
2 438 -297
2 439 493
2 440 -368
2 441 196
2 442 50
2 443 206
2 444 137
2 445 210
2 446 260
2 447 -360
2 448 -296
2 449 -439
2 450 55
2 451 465
2 452 441
2 453 -379
2 454 389
2 455 334
2 456 299
2 457 301
2 458 -71
2 459 -399
2 460 -97
2 461 -431
2 462 432
2 463 -351
2 464 417
2 465 392
2 466 293
2 467 -429
2 468 -116
2 469 497
2 470 -84
2 471 368
2 472 -455
2 473 -182
2 474 74
2 475 182
2 476 -120
2 477 186
2 478 -326
2 479 84
2 480 -401
2 481 229
2 482 50
2 483 -107
2 484 -298
2 485 291
2 486 -273
2 487 -147
2 488 93
2 489 -492
2 490 307
2 491 -152
2 492 -423
2 493 239
2 494 -2
2 495 -153
2 496 483
2 497 -209
2 498 270
2 499 219
2 500 140
2 501 -314
2 502 87
2 503 185
2 504 356
2 505 14
2 506 219
2 507 -264
2 508 52
2 509 393
2 510 320
2 511 152
2 512 474
2 513 222
2 514 -455
2 515 -323
2 516 14
2 517 124
2 518 382
2 519 -41
2 520 132
2 521 189
2 522 307
2 523 -438
2 524 281
2 525 157
2 526 -91
2 527 264
2 528 -199
2 529 -321
2 530 -16
2 531 441
2 532 217
2 533 -77
2 534 127
2 535 73
2 536 437
2 537 -154
2 538 309
2 539 -10
2 540 92
2 541 481
2 542 -6
2 543 66
2 544 -444
2 545 391
2 546 -405
2 547 422
2 548 15
2 549 478
2 550 -119
2 551 -353
2 552 167
2 553 40
2 554 61
2 555 -52
2 556 -302
2 557 470
2 558 65
2 559 -1
2 560 1
2 561 -99
2 562 -60
2 563 70
2 564 324
2 565 -81
2 566 -357
2 567 262
2 568 -382
2 569 -196
2 570 104
2 571 210
2 572 -214
2 573 -402
2 574 128
2 575 -158
2 576 489
2 577 224
2 578 -236
2 579 4
2 580 202
2 581 497
2 582 -497
2 583 221
2 584 37
2 585 417
2 586 22
2 587 -413
2 588 -261
2 589 -413
2 590 86
2 591 241
2 592 -12
2 593 -121
2 594 -189
2 595 164
2 596 298
2 597 307
2 598 -74
2 599 416
2 600 -389
2 601 -470
2 602 478
2 603 249
2 604 -20
2 605 107
2 606 -409
2 607 -31
2 608 183
2 609 207
2 610 -175
2 611 -115
2 612 -444
2 613 181
2 614 -42
2 615 94
2 616 98
2 617 480
2 618 181
2 619 337
2 620 -81
2 621 120
2 622 430
2 623 -241
2 624 499
2 625 94
2 626 424
2 627 297
2 628 -99
2 629 -150
2 630 -434
2 631 364
2 632 233
2 633 -104
2 634 114
2 635 65
2 636 -145
2 637 -443
2 638 -465
2 639 -462
2 640 265
2 641 212
2 642 -77
2 643 321
2 644 245
2 645 -266
2 646 267
2 647 -157
2 648 -286
2 649 -51
2 650 33
2 651 134
2 652 -79
2 653 315
2 654 393
2 655 -80
2 656 261
2 657 317
2 658 69
2 659 -338
2 660 20
2 661 487
2 662 -121
2 663 105
2 664 -116
2 665 493
2 666 -330
2 667 239
2 668 -450
2 669 57
2 670 -370
2 671 -333
2 672 122
2 673 405
2 674 -159
2 675 -133
2 676 -361
2 677 -392
2 678 -437
2 679 -146
2 680 409
2 681 448
2 682 -160
2 683 -170
2 684 263
2 685 85
2 686 250
2 687 377
2 688 255
2 689 172
2 690 -109
2 691 127
2 692 159
2 693 270
2 694 -268
2 695 -105
2 696 263
2 697 254
2 698 -13
2 699 -334
2 700 164
2 701 117
2 702 -167
2 703 -214
2 704 22
2 705 174
2 706 -495
2 707 162
2 708 -365
2 709 -80
2 710 -132
2 711 -456
2 712 -132
2 713 208
2 714 -125
2 715 -16
2 716 -207
2 717 -23
2 718 -139
2 719 -100
2 720 -351
2 721 252
2 722 -473
2 723 -339
2 724 23
2 725 -241
2 726 56
2 727 138
2 728 -134
2 729 -457
2 730 -344
2 731 -118
2 732 160
2 733 342
2 734 -480
2 735 35
2 736 16
2 737 -475
2 738 -303
2 739 -497
2 740 -54
2 741 65
2 742 -452
2 743 -334
2 744 125
2 745 275
2 746 150
2 747 -230
2 748 104
2 749 -137
2 750 171
2 751 254
2 752 -384
2 753 198
2 754 -233
2 755 491
2 756 -190
2 757 323
2 758 481
2 759 -472
2 760 -281
2 761 -362
2 762 -90
2 763 -269
2 764 480
2 765 -70
2 766 266
2 767 348
2 768 307
2 769 -185
2 770 352
2 771 -247
2 772 -268
2 773 -248
2 774 -80
2 775 357
2 776 -121
2 777 -78
2 778 -20
2 779 483
2 780 286
2 781 -349
2 782 -411
2 783 -246
2 784 -299
2 785 -144
2 786 -255
2 787 11
2 788 -320
2 789 78
2 790 39
2 791 251
2 792 -432
2 793 -199
2 794 482
2 795 -452
2 796 231
2 797 249
2 798 -251
2 799 39
2 800 -84
2 801 -47
2 802 -356
2 803 149
2 804 -443
2 805 416
2 806 358
2 807 -64
2 808 -161
2 809 -162
2 810 -81
2 811 -23
2 812 341
2 813 9
2 814 231
2 815 -457
2 816 365
2 817 -172
2 818 406
2 819 -103
2 820 406
2 821 298
2 822 -352
2 823 -173
2 824 -401
2 825 -17
2 826 -125
2 827 331
2 828 84
2 829 476
3 4 222
3 5 -500
3 6 281
3 7 -282
3 8 -499
3 9 338
3 10 -365
3 11 360
3 12 -226
3 13 326
3 14 -302
3 15 194
3 16 -197
3 17 -460
3 18 55
3 19 -114
3 20 -65
3 21 272
3 22 -434
3 23 -159
3 24 -330
3 25 472
3 26 -361
3 27 170
3 28 151
3 29 -261
3 30 5
3 31 -473
3 32 -78
3 33 -411
3 34 -145
3 35 -4
3 36 -58
3 37 -363
3 38 214
3 39 -57
3 40 475
3 41 349
3 42 -197
3 43 102
3 44 175
3 45 354
3 46 -204
3 47 -170
3 48 -254
3 49 -297
3 50 216
3 51 181
3 52 475
3 53 282
3 54 -478
3 55 -3
3 56 -393
3 57 -338
3 58 -332
3 59 258
3 60 253
3 61 -475
3 62 -363
3 63 27
3 64 -385
3 65 345
3 66 -477
3 67 409
3 68 482
3 69 237
3 70 204
3 71 -191
3 72 439
3 73 -492
3 74 411
3 75 466
3 76 -286
3 77 59
3 78 -203
3 79 312
3 80 262
3 81 -135
3 82 -7
3 83 238
3 84 0
3 85 367
3 86 -265
3 87 107
3 88 -119
3 89 255
3 90 217
3 91 -366
3 92 281
3 93 -293
3 94 161
3 95 -252
3 96 -448
3 97 -464
3 98 9
3 99 -114
3 100 -374
3 101 -287
3 102 195
3 103 -435
3 104 73
3 105 107
3 106 -469
3 107 287
3 108 -334
3 109 180
3 110 451
3 111 -219
3 112 -454
3 113 -56
3 114 -481
3 115 46
3 116 -188
3 117 106
3 118 5
3 119 193
3 120 214
3 121 74
3 122 -320
3 123 347
3 124 281
3 125 -307
3 126 -53
3 127 -315
3 128 -270
3 129 456
3 130 71
3 131 -144
3 132 -331
3 133 -233
3 134 273
3 135 -405
3 136 -274
3 137 304
3 138 -266
3 139 244
3 140 -15
3 141 -314
3 142 -475
3 143 383
3 144 482
3 145 -104
3 146 281
3 147 -206
3 148 -145
3 149 -214
3 150 -160
3 151 -431
3 152 360
3 153 372
3 154 -232
3 155 494
3 156 -435
3 157 215
3 158 -321
3 159 147
3 160 -477
3 161 251
3 162 -145
3 163 44
3 164 -482
3 165 -372
3 166 139
3 167 96
3 168 433
3 169 374
3 170 -160
3 171 270
3 172 -88
3 173 218
3 174 -495
3 175 -106
3 176 -386
3 177 286
3 178 -459
3 179 -31
3 180 -428
3 181 -119
3 182 390
3 183 -216
3 184 105
3 185 -342
3 186 -222
3 187 170
3 188 -275
3 189 310
3 190 170
3 191 -252
3 192 61
3 193 -475
3 194 -355
3 195 431
3 196 -346
3 197 284
3 198 27
3 199 -61
3 200 -490
3 201 -281
3 202 61
3 203 -78
3 204 437
3 205 66
3 206 317
3 207 -448
3 208 -148
3 209 358
3 210 373
3 211 276
3 212 91
3 213 -384
3 214 -88
3 215 48
3 216 126
3 217 -457
3 218 70
3 219 352
3 220 353
3 221 -260
3 222 -48
3 223 266
3 224 -234
3 225 97
3 226 197
3 227 272
3 228 234
3 229 76
3 230 -289
3 231 -404
3 232 295
3 233 272
3 234 19
3 235 233
3 236 190
3 237 188
3 238 -363
3 239 -106
3 240 398
3 241 -138
3 242 22
3 243 341
3 244 -22
3 245 434
3 246 -111
3 247 -43
3 248 477
3 249 459
3 250 161
3 251 -318
3 252 -300
3 253 -35
3 254 448
3 255 318
3 256 -85
3 257 145
3 258 90
3 259 -351
3 260 73
3 261 301
3 262 -255
3 263 -131
3 264 425
3 265 -384
3 266 -46
3 267 467
3 268 304
3 269 443
3 270 -139
3 271 -446
3 272 -195
3 273 383
3 274 395
3 275 -364
3 276 -331
3 277 136
3 278 93
3 279 -353
3 280 96
3 281 -246
3 282 181
3 283 -352
3 284 -429
3 285 130
3 286 466
3 287 -14
3 288 127
3 289 56
3 290 135
3 291 -299
3 292 209
3 293 -267
3 294 422
3 295 486
3 296 -151
3 297 228
3 298 453
3 299 6
3 300 171
3 301 -186
3 302 412
3 303 476
3 304 49
3 305 308
3 306 -36
3 307 218
3 308 296
3 309 -91
3 310 -283
3 311 -108
3 312 -485
3 313 399
3 314 40
3 315 -413
3 316 381
3 317 358
3 318 73
3 319 8
3 320 266
3 321 61
3 322 -439
3 323 -25
3 324 294
3 325 -165
3 326 313
3 327 -5
3 328 -437
3 329 266
3 330 -147
3 331 234
3 332 -68
3 333 -234
3 334 -437
3 335 481
3 336 -74
3 337 379
3 338 200
3 339 -278
3 340 -211
3 341 -231
3 342 467
3 343 -196
3 344 -332
3 345 359
3 346 -109
3 347 -451
3 348 218
3 349 465
3 350 410
3 351 -16
3 352 26
3 353 -177
3 354 -188
3 355 172
3 356 159
3 357 -375
3 358 19
3 359 -426
3 360 -256
3 361 373
3 362 -339
3 363 176
3 364 -361
3 365 -276
3 366 -490
3 367 417
3 368 -397
3 369 -438
3 370 -9
3 371 244
3 372 -169
3 373 -42
3 374 -451
3 375 352
3 376 -182
3 377 292
3 378 401
3 379 -464
3 380 257
3 381 -337
3 382 372
3 383 135
3 384 339
3 385 -316
3 386 159
3 387 -2
3 388 162
3 389 -321
3 390 424
3 391 406
3 392 -448
3 393 -415
3 394 434
3 395 43
3 396 161
3 397 -204
3 398 312
3 399 -383
3 400 -142
3 401 -197
3 402 361
3 403 -458
3 404 -386
3 405 410
3 406 394
3 407 -68
3 408 -445
3 409 -353
3 410 320
3 411 -336
3 412 -189
3 413 -456
3 414 300
3 415 -350
3 416 -271
3 417 311
3 418 -500
3 419 -257
3 420 490
3 421 424
3 422 1
3 423 -106
3 424 -138
3 425 -65
3 426 -211
3 427 -477
3 428 232
3 429 -399
3 430 -360
3 431 -58
3 432 257
3 433 -146
3 434 -16
3 435 371
3 436 116
3 437 230
3 438 155
3 439 171
3 440 378
3 441 -25
3 442 336
3 443 41
3 444 19
3 445 488
3 446 191
3 447 -400
3 448 299
3 449 -457
3 450 -157
3 451 -358
3 452 -181
3 453 344
3 454 388
3 455 181
3 456 132
3 457 30
3 458 -443
3 459 216
3 460 483
3 461 49
3 462 10
3 463 240
3 464 403
3 465 495
3 466 463
3 467 20
3 468 -423
3 469 118
3 470 -309
3 471 455
3 472 -55
3 473 -121
3 474 -4
3 475 -183
3 476 -133
3 477 39
3 478 -83
3 479 19
3 480 434
3 481 -387
3 482 161
3 483 -246
3 484 -191
3 485 401
3 486 -213
3 487 -207
3 488 -69
3 489 196
3 490 -491
3 491 -85
3 492 -254
3 493 20
3 494 7
3 495 -351
3 496 367
3 497 -29
3 498 169
3 499 444
3 500 -59
3 501 -287
